smsid,publicationName,issn,issncut,eissn,scienceMetrixDomain,scienceMetrixField,scienceMetrixSubfield,scienceMatrixSubfieldId
"100782","Linguistic Review","0167-6318","01676318","1613-3676","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"115800","Linguistic Typology","1430-0532","14300532","1613-415X","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"102503","Linguistics","0024-3949","00243949","1613-396X","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"124463","Linguistics and Education","0898-5898","08985898","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"108269","Linguistics and Philosophy","0165-0157","01650157","1573-0549","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"121800","Literary and Linguistic Computing","0268-1145","02681145","1477-4615","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"116966","Meta","0026-0452","00260452","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"106170","Modern Language Journal","0026-7902","00267902","1540-4781","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"120520","Multilingua","0167-8507","01678507","1613-3684","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"109104","Narrative Inquiry","1387-6740","13876740","1569-9935","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"101652","Natural Language & Linguistic Theory","0167-806X","0167806X","1573-0859","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"106275","Natural Language Semantics","0925-854X","0925854X","1572-865X","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"119941","Oceanic Linguistics","0029-8115","00298115","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"132388","Papers. Bibliographical Society of America","0006-128X","0006128X","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"117789","Phonology","0952-6757","09526757","1469-8188","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"115253","Pragmatics","1018-2101","10182101","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"117798","Probus","0921-4771","09214771","1613-4079","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"117596","RELC Journal","0033-6882","00336882","1745-526X","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"107792","Research on Language & Social Interaction","0835-1813","08351813","1532-7973","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"116849","Research on Language and Computation","1570-7075","15707075","1572-8706","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"111678","Second Language Research","0267-6583","02676583","1477-0326","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"120631","Semiotica","0037-1998","00371998","1613-3692","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"105525","Sign Language Studies","0302-1475","03021475","1533-6263","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"115101","Southern African Linguistics and Applied Language Studies","1607-3614","16073614","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"132287","Spanish in Context","1571-0718","15710718","1571-0726","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"101408","Studia Linguistica","0039-3193","00393193","1467-9582","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"120644","Studia Neophilologica","0039-3274","00393274","1651-2308","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"115740","Studies in Language","0378-4177","03784177","1569-9978","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"100798","Studies in Second Language Acquisition","0272-2631","02722631","1470-1545","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"120882","Style","0039-4238","00394238","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"112734","Syntax","1368-0005","13680005","1467-9612","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"111515","System","0346-251X","0346251X","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"105904","Target","0924-1884","09241884","1569-9986","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"125442","Terminology","0929-9971","09299971","1569-9994","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"119220","TESOL Quarterly","0039-8322","00398322","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"117846","Text","0165-4888","01654888","1613-4117","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"106167","Text & Talk","1860-7330","18607330","1860-7349","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"130559","The French Review","0016-111X","0016111X","","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"100619","The Journal of Comparative Germanic Linguistics","1383-4924","13834924","1572-8552","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"101157","Theoretical Linguistics","0301-4428","03014428","1613-4060","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"103256","Transactions of the Philological Society","0079-1636","00791636","1467-968X","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"110067","World Englishes","0883-2919","08832919","1467-971X","Arts & Humanities","Communication & Textual Studies","Languages & Linguistics","40"
"126691","African American Review","1062-4783","10624783","","Arts & Humanities","Communication & Textual Studies","Literary Studies","41"
"117296","American Literary History","0896-7148","08967148","1468-4365","Arts & Humanities","Communication & Textual Studies","Literary Studies","41"
"124481","American Literature","0002-9831","00029831","1527-2117","Arts & Humanities","Communication & Textual Studies","Literary Studies","41"
"141546","American Transcendental Quarterly","0149-9017","01499017","0003-1410","Arts & Humanities","Communication & Textual Studies","Literary Studies","41"
"123560","Angelaki: Journal of the Theoretical Humanities","0969-725X","0969725X","1469-2899","Arts & Humanities","Communication & Textual Studies","Literary Studies","41"
"127271","Biography","0162-4962","01624962","1529-1456","Arts & Humanities","Communication & Textual Studies","Literary Studies","41"
"121125","Boundary 2","0190-3659","01903659","1527-2141","Arts & Humanities","Communication & Textual Studies","Literary Studies","41"
"142583","Cahiers Elisabethains","0184-7678","01847678","","Arts & Humanities","Communication & Textual Studies","Literary Studies","41"
"116773","Callaloo","0161-2492","01612492","1080-6512","Arts & Humanities","Communication & Textual Studies","Literary Studies","41"
"102453","Canadian Literature","0008-4360","00084360","","Arts & Humanities","Communication & Textual Studies","Literary Studies","41"
"140459","Colby Quarterly","1050-5873","10505873","","Arts & Humanities","Communication & Textual Studies","Literary Studies","41"
"117328","College Literature","0093-3139","00933139","1542-4286","Arts & Humanities","Communication & Textual Studies","Literary Studies","41"
