
Similarity Threshold,Article ID,Title,Journal,Authors,Affiliations,Keywords,Cluster to which the article was assigned,Number of articles in the selected cluster,Cluster ultimately selected in Phase 2 matching,Status of ReCiter's determination for this article with respect to reference standard
0.3,17877821,"Simultaneous integrated boost of biopsy proven, MRI defined dominant intra-prostatic lesions to 95 Gray with IMRT: early results of a phase I NCI study.","Radiation oncology (London, England)","Anurag K Singh, Peter null Guion, Nancy null Sears-crouse, Karen null Ullman, Sharon null Smith, Paul S Albert, Gabor null Fichtinger, Peter L Choyke, Sheng null Xu, Jochen null Kruecker, Bradford J Wood, Axel null Krieger, Holly null Ning, ","Department of Radiation Medicine, Roswell Park Cancer Institute, Buffalo, USA. singhanu@yahoo.com, ","Biopsy,Follow-Up Studies,Humans,Magnetic Resonance Imaging,Male,National Cancer Institute (U.S.),Patient Selection,Prostatic Neoplasms,Questionnaires,Radiotherapy Dosage,Radiotherapy, Intensity-Modulated,United States,",1,147,No,True Negative
0.3,17855692,"The polyp prevention trial continued follow-up study: no effect of a low-fat, high-fiber, high-fruit, and -vegetable diet on adenoma recurrence eight years after randomization.","Cancer epidemiology, biomarkers ","Elaine null Lanza, Binbing null Yu, Gwen null Murphy, Paul S Albert, Bette null Caan, James R Marshall, Peter null Lance, Electra D Paskett, Joel null Weissfeld, Marty null Slattery, Randall null Burt, Frank null Iber, Moshe null Shike, James W Kikendall, Brenda K Brewer, Arthur null Schatzkin, ","Laboratory for Cancer Prevention, Centre for Cancer Research, National Cancer Institute, 6116 Executive Boulevard, Room 7206, Bethesda, MD 20892-8325, USA., ","Adenomatous Polyps,Adult,Aged,Aged, 80 and over,Colonoscopy,Colorectal Neoplasms,Diet,Diet, Fat-Restricted,Dietary Fiber,Female,Follow-Up Studies,Fruit,Humans,Male,Middle Aged,Neoplasm Recurrence, Local,Risk Factors,Vegetables,",1,147,No,True Negative
0.3,17855015,Intrarectal amifostine during external beam radiation therapy for prostate cancer produces significant improvements in Quality of Life measured by EPIC score.,"International journal of radiation oncology, biology, physics","Nicole L Simone, Cynthia null Ma©nard, Benjamin P Soule, Paul S Albert, Peter null Guion, Sharon null Smith, Denise null Godette, Nancy S Crouse, Linda C Sciuto, Theresa null Cooley-zgela, Kevin null Camphausen, C Norman Coleman, Anurag K Singh, ","Radiation Oncology Branch, National Cancer Institute, National Institutes of Health, Department of Health and Human Services, Bethesda, MD 20892, USA., ","Adenocarcinoma,Administration, Rectal,Aged,Amifostine,Dose-Response Relationship, Drug,Follow-Up Studies,Humans,Male,Middle Aged,Proctitis,Prostatic Neoplasms,Quality of Life,Questionnaires,Radiation Injuries,Radiation-Protective Agents,Radiotherapy, Conformal,Rectum,Severity of Illness Index,",1,147,No,True Negative
0.3,17825024,Imputation approaches for estimating diagnostic accuracy for multiple tests from partially verified designs.,Biometrics,"Paul S Albert, ","Biometric Research Branch, Division of Cancer Treatment and Diagnosis, National Cancer Institute, Bethesda Maryland 20892, USA. albertp@mail.nih.gov","Data Interpretation, Statistical,Diagnostic Errors,Diagnostic Tests, Routine,Observer Variation,Reproducibility of Results,Sensitivity and Specificity,",1,147,No,True Negative
0.3,17764483,Modeling longitudinal biomarker data from multiple assays that have different known detection limits.,Biometrics,"Paul S Albert, ","Biometric Research Branch, Division of Cancer Treatment and Diagnosis, National Cancer Institute, Bethesda, Maryland 20892, USA. albertp@mail.nih.gov","Animals,Biological Markers,Biometry,Data Interpretation, Statistical,Longitudinal Studies,Macaca,Simian Acquired Immunodeficiency Syndrome,Simian immunodeficiency virus,Viral Load,Viral Vaccines,",1,147,No,True Negative
0.3,17688512,Random effects modeling approaches for estimating ROC curves from repeated ordinal tests without a gold standard.,Biometrics,"Paul S Albert, ","Biometric Research Branch, National Cancer Institute, Bethesda, Maryland 20892, USA. albertp@mail.nih.gov","Bias (Epidemiology),Biometry,Cervical Intraepithelial Neoplasia,Diagnostic Tests, Routine,Female,Humans,Likelihood Functions,Models, Statistical,ROC Curve,Sensitivity and Specificity,Uterine Cervical Neoplasms,",1,147,No,True Negative
0.3,17656452,Random effects and latent processes approaches for analyzing binary longitudinal data with missingness: a comparison of approaches using opiate clinical trial data.,Statistical methods in medical research,"Paul S Albert, Dean A Follmann, ","Biometric Research Branch, Division of Cancer Treatment and Diagnosis, National Cancer Institute, USA. albertp@mail.nih.gov, ","Clinical Trials as Topic,Humans,Longitudinal Studies,Models, Statistical,Opiate Alkaloids,Patient Dropouts,",1,147,No,True Negative
0.3,17643124,Assessment of normalization strategies for quantitative RT-PCR using microdissected tissue samples.,Laboratory investigation; a journal of technical methods and pathology,"Heidi S Erickson, Paul S Albert, John W Gillespie, Benjamin S Wallis, Jaime null Rodriguez-canales, W Marston Linehan, Sergio null Gonzalez, Alfredo null Velasco, Rodrigo F Chuaqui, Michael R Emmert-buck, ","Pathogenetics Unit, Laboratory of Pathology and Urologic Oncology Branch, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA. HSE@nig.gov, ","Gene Expression Profiling,Histocytochemistry,Humans,Male,Microdissection,Prostatic Neoplasms,RNA, Messenger,RNA, Neoplasm,Reproducibility of Results,Reverse Transcriptase Polymerase Chain Reaction,",1,147,No,True Negative
0.3,17545521,Nuclear factor-kappaB-related serum factors as longitudinal biomarkers of response and survival in advanced oropharyngeal carcinoma.,Clinical cancer research : an official journal of the American Association for Cancer Research,"Clint null Allen, Sonia null Duffy, Theodoros null Teknos, Mozaffarul null Islam, Zhong null Chen, Paul S Albert, Gregory null Wolf, Carter null Van waes, ","Tumor Biology Section, Head and Neck Surgery Branch, National Institute of Deafness and Other Communication Disorders, NIH, Bethesda, Maryland 20892, USA., ","Adult,Aged,Carcinoma,Female,Gene Expression Regulation, Neoplastic,Hepatocyte Growth Factor,Humans,Interleukin-6,Interleukin-8,Male,Middle Aged,NF-kappa B,Oropharyngeal Neoplasms,Treatment Outcome,Tumor Markers, Biological,Vascular Endothelial Growth Factor A,",1,147,No,True Negative
0.3,17437438,Magnetic resonance imaging-directed transrectal ultrasonography-guided biopsies in patients at risk of prostate cancer.,BJU international,"Jean-baptiste null Lattouf, Robert L Grubb, S Justin Lee, Marc A Bjurlin, Paul null Albert, Anurag K Singh, Iclal null Ocak, Peter null Choyke, Jonathan A Coleman, ","Urologic Oncology Branch, DCDT, Molecular Imaging Program, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892, USA., ","Adult,Aged,Biopsy, Needle,Digital Rectal Examination,Humans,Magnetic Resonance Imaging,Male,Middle Aged,Predictive Value of Tests,Prostate-Specific Antigen,Prostatic Neoplasms,Risk Factors,Sensitivity and Specificity,Ultrasonography, Interventional,",1,147,No,True Negative
0.3,17317587,Efficacy of CD34+ stem cell dose in patients undergoing allogeneic peripheral blood stem cell transplantation after total body irradiation.,Biology of blood and marrow transplantation : journal of the American Society for Blood and Marrow Transplantation,"Anurag K Singh, Bipin N Savani, Paul S Albert, A John Barrett, ","Radiation Oncology Branch, National Cancer Institute, Bethesda, Maryland 20892, USA. singan@mail.nih.gov , ","Antigens, CD34,Cell Count,Dose Fractionation,Hematologic Neoplasms,Hematopoietic Stem Cells,Humans,Lung,Models, Statistical,Peripheral Blood Stem Cell Transplantation,Prognosis,Survival Rate,Whole-Body Irradiation,",1,147,No,True Negative
0.3,17296901,Genotype-phenotype correlation in von Hippel-Lindau disease with retinal angiomatosis.,Archives of ophthalmology,"Wai T Wong, Elvira null Agra³n, Hanna R Coleman, George F Reed, Karl null Csaky, James null Peterson, Gladys null Glenn, W Marston Linehan, Paul null Albert, Emily Y Chew, ","Division of Epidemiology and Clinical Research, Office of the Scientific Director, National Eye Institute, National Institutes of Health, Bethesda, MD 20892, USA., ","Adolescent,Adult,Aged,Aged, 80 and over,Child,Cross-Sectional Studies,DNA Mutational Analysis,Female,Genotype,Germ-Line Mutation,Hemangioma, Capillary,Humans,Male,Middle Aged,Molecular Biology,Phenotype,Prevalence,Retinal Neoplasms,Retinal Vessels,Von Hippel-Lindau Tumor Suppressor Protein,von Hippel-Lindau Disease,",1,147,No,True Negative
0.3,17289891,A pilot study of CTLA-4 blockade after cancer vaccine failure in patients with advanced malignancy.,Clinical cancer research : an official journal of the American Association for Cancer Research,"Deirdre null O'mahony, John C Morris, Cate null Quinn, Wendy null Gao, Wyndham H Wilson, Barry null Gause, Stefania null Pittaluga, Sattva null Neelapu, Margaret null Brown, Thomas A Fleisher, James L Gulley, Jeffrey null Schlom, Robert null Nussenblatt, Paul null Albert, Thomas A Davis, Israel null Lowy, Mike null Petrus, Thomas A Waldmann, John E Janik, ","Metabolism Branch, Laboratory of Pathology, Department of Laboratory Medicine, National Eye Institute, Bethesda, MD 20892-1457, USA., ","Adult,Aged,Antigens, CD,Antigens, Differentiation,Antineoplastic Agents,CD4-Positive T-Lymphocytes,CD8-Positive T-Lymphocytes,CTLA-4 Antigen,Cancer Vaccines,Colonic Neoplasms,Female,Humans,Interleukin-2 Receptor alpha Subunit,L-Selectin,Lymphoma, Non-Hodgkin,Male,Middle Aged,Neoplasm Metastasis,Pilot Projects,Prostate-Specific Antigen,Prostatic Neoplasms,",1,147,No,True Negative
0.3,17237317,Adherence to the polyp prevention trial dietary intervention is associated with a behavioral pattern of adherence to nondietary trial requirements and general health recommendations.,The Journal of nutrition,"Kay L Wanke, Cassandra null Daston, Amy null Slonim, Paul S Albert, Kirk null Snyder, Arthur null Schatzkin, Elaine null Lanza, ","Epidemiology Research Branch, Division of Epidemiology, Services and Prevention Research, National Institute on Drug Abuse, Bethesda, MD 20892, USA. wankek@mail.nih.gov, ","Aged,Biological Markers,Colonic Polyps,Diet,Female,Health Behavior,Health Education,Humans,Logistic Models,Male,Middle Aged,Patient Compliance,",1,147,No,True Negative
0.3,17135321,Long-lasting decrease in viremia in macaques chronically infected with simian immunodeficiency virus SIVmac251 after therapeutic DNA immunization.,Journal of virology,"Agneta S Von gegerfelt, Margherita null Rosati, Candido null Alicea, Antonio null Valentin, Patricia null Roth, Jenifer null Bear, Genoveffa null Franchini, Paul S Albert, Norbert null Bischofberger, Jean D Boyer, David B Weiner, Phillip null Markham, Zimra R Israel, John H Eldridge, George N Pavlakis, Barbara K Felber, ","Human Retrovirus Section, Vaccine Branch, Center for Cancer Research, National Cancer Institute at Frederick, 1050 Boyles Street, Building 535, Room 210, Frederick, MD 21702-1201, USA., ","Animals,Anti-Retroviral Agents,Antigens, Viral,Chronic Disease,Drug Evaluation, Preclinical,Injections, Intramuscular,Macaca mulatta,SAIDS Vaccines,Simian Acquired Immunodeficiency Syndrome,Simian immunodeficiency virus,Vaccination,Vaccines, DNA,Viral Load,Viral Vaccines,",1,147,No,True Negative
0.3,17031005,Dietary fiber intake: assessing the degree of agreement between food frequency questionnaires and 4-day food records.,Journal of the American College of Nutrition,"Tamaro S Hudson, Michele R Forman, Marie M Cantwell, Arthur null Schatzkin, Paul S Albert, Elaine null Lanza, ","Division of Cancer Prevention, National Cancer Institute, National Institutes of Health, Bethesda, MD 20892-8329, USA., ","Adult,Aged,Aged, 80 and over,Colonic Polyps,Diet Records,Dietary Fiber,Educational Status,Female,Food Habits,Humans,Male,Middle Aged,Nutrition Assessment,Nutritional Sciences,Questionnaires,Reproducibility of Results,Sensitivity and Specificity,Sex Distribution,",1,147,No,True Negative
0.3,16772456,High dry bean intake and reduced risk of advanced colorectal adenoma recurrence among participants in the polyp prevention trial.,The Journal of nutrition,"Elaine null Lanza, Terryl J Hartman, Paul S Albert, Rusty null Shields, Martha null Slattery, Bette null Caan, Electra null Paskett, Frank null Iber, James Walter Kikendall, Peter null Lance, Cassandra null Daston, Arthur null Schatzkin, ","Nutritional Epidemiology Branch, Division of Epidemiology and Genetics, National Cancer Institute, Bethesda, MD, USA. el33t@nih.gov, ","Adenoma,Adult,Colonic Polyps,Colonoscopy,Colorectal Neoplasms,Diet,Fabaceae,Female,Fruit,Humans,Male,Middle Aged,Multicenter Studies as Topic,Neoplasm Recurrence, Local,Randomized Controlled Trials as Topic,Vegetables,",1,147,No,True Negative
0.3,16730138,Intrarectal amifostine suspension may protect against acute proctitis during radiation therapy for prostate cancer: a pilot study.,"International journal of radiation oncology, biology, physics","Anurag K Singh, Cynthia null Ma©nard, Peter null Guion, Nicole L Simone, Sharon null Smith, Nancy Sears Crouse, Denise J Godette, Theresa null Cooley-zgela, Linda C Sciuto, Jonathan null Coleman, Peter null Pinto, Paul S Albert, Kevin null Camphausen, C Norman Coleman, ","Radiation Oncology Branch, National Cancer Institute, National Institutes of Health, Department of Health and Human Services, Bethesda, MD 20892, USA., ","Administration, Rectal,Aged,Amifostine,Humans,Male,Pilot Projects,Proctitis,Prostatic Neoplasms,Radiation Injuries,Radiation-Protective Agents,Radiotherapy, Conformal,Rectum,Statistics, Nonparametric,",1,147,No,True Negative
0.3,16618582,A dosimetric analysis of dose escalation using two intensity-modulated radiation therapy techniques in locally advanced pancreatic carcinoma.,"International journal of radiation oncology, biology, physics","Michael W Brown, Holly null Ning, Barbara null Arora, Paul S Albert, Matthew null Poggi, Kevin null Camphausen, Deborah null Citrin, ","Radiation Oncology Branch, CCR, National Institutes of Health, Bethesda, MD 20892-1002, USA., ","Carcinoma,Dose-Response Relationship, Radiation,Feasibility Studies,Humans,Intestine, Small,Kidney,Liver,Maximum Tolerated Dose,Pancreatic Neoplasms,Radiation Injuries,Radiotherapy Dosage,Radiotherapy, Conformal,Radiotherapy, Intensity-Modulated,Spinal Cord,",1,147,No,True Negative
0.3,16401286,On analyzing circadian rhythms data using nonlinear mixed models with harmonic terms.,Biometrics,"Paul S Albert, Sally null Hunsberger, ","Biometric Research Branch, National Cancer Institute, Executive Plaza North, Bethesda, Maryland 20892-7434, USA. albertp@ctep.nci.nih.gov, ","Circadian Rhythm,Computer Simulation,Data Interpretation, Statistical,Depression,Humans,Hydrocortisone,Nonlinear Dynamics,Seasons,",1,147,No,True Negative
0.3,16214917,"Does nonsteroidal anti-inflammatory drug use modify the effect of a low-fat, high-fiber diet on recurrence of colorectal adenomas?","Cancer epidemiology, biomarkers ","Terryl J Hartman, Binbing null Yu, Paul S Albert, Martha L Slattery, Electra null Paskett, James Walter Kikendall, Frank null Iber, Brenda K Brewer, Arthur null Schatzkin, Elaine null Lanza, ","Department of Nutritional Sciences, The Pennsylvania State University, 5A Henderson Building, University Park, PA 16802, USA. tjh9@psu.edu, ","Adenoma,Adult,Anti-Inflammatory Agents, Non-Steroidal,Colorectal Neoplasms,Dietary Fats,Dietary Fiber,Female,Fruit,Humans,Male,Neoplasm Recurrence, Local,Vegetables,",1,147,No,True Negative
0.3,16184467,The association between cigarette smoking and colorectal polyp recurrence (United States).,"Cancer causes ","Electra D Paskett, Katherine W Reeves, Benoit null Pineau, Paul S Albert, Bette null Caan, Marsha null Hasson, Frank null Iber, James Walter Kikendall, Peter null Lance, Moshe null Shike, Martha L Slattery, Joel null Weissfeld, Lisa null Kahle, Arthur null Schatzkin, Elaine null Lanza, ","Division of Population Sciences, Comprehensive Cancer Center, The Ohio State University, Columbus, OH 43210-1240, USA. paskett-1@medctr.osu.edu, ","Adenoma,Aged,Colonic Polyps,Colonoscopy,Epidemiologic Studies,Female,Humans,Hyperplasia,Male,Middle Aged,Precancerous Conditions,Questionnaires,Recurrence,Risk Assessment,Risk Factors,Smoking,Time Factors,United States,",1,147,No,True Negative
